"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0040011","locomotion","48/268","422/4243",0.113744075829384,1.80080639456745,4.50069312088712,2.48018172166293e-05,0.00209756772664653,0.00180913142999406,"S100A9/ANXA1/IFITM1/STAT3/LYST/SOD2/GLUL/EP300/PRKCD/F3/ARHGDIB/RIPOR2/MALAT1/PPIA/TIMP1/SDCBP/NIPBL/DOCK8/SP1/MYD88/FFAR2/TNFAIP6/CD9/WASL/CNN2/MSN/SORL1/HIF1A/HMGB2/PIK3R1/IL1R1/CEACAM1/SPAG9/S100A11/IRS2/TRIB1/CD74/C3AR1/MDM2/CXCR4/FGR/ADAM10/OXSR1/ADAM17/XBP1/ETS1/CEACAM6/ALOX5",48
"GO:0032102","negative regulation of response to external stimulus","23/268","144/4243",0.159722222222222,2.52873652570481,4.8457286580833,2.57903024397294e-05,0.00209756772664653,0.00180913142999406,"HLA-A/HLA-B/ANXA2/STAT3/OAS1/PRKCD/ISG15/TNFRSF1B/TNFAIP6/CD9/HLA-E/USP15/CEACAM1/IRAK3/IER3/NT5C2/TRIB1/FGR/OAS3/TRIM38/HLA-F/NLRP3/ALOX5",23
"GO:0002369","T cell cytokine production","7/268","16/4243",0.4375,6.92653917910448,6.16636445833643,2.59131906129956e-05,0.00209756772664653,0.00180913142999406,"HLA-A/B2M/CD55/TNFRSF1B/IL1R1/HLA-F/NLRP3",7
"GO:0002724","regulation of T cell cytokine production","7/268","16/4243",0.4375,6.92653917910448,6.16636445833643,2.59131906129956e-05,0.00209756772664653,0.00180913142999406,"HLA-A/B2M/CD55/TNFRSF1B/IL1R1/HLA-F/NLRP3",7
"GO:0031348","negative regulation of defense response","20/268","116/4243",0.172413793103448,2.72967061245497,4.90410013713926,2.84628550902691e-05,0.00223776106824227,0.0019300468013238,"HLA-A/HLA-B/STAT3/OAS1/PRKCD/ISG15/TNFRSF1B/TNFAIP6/HLA-E/USP15/CEACAM1/IRAK3/IER3/NT5C2/FGR/OAS3/TRIM38/HLA-F/NLRP3/ALOX5",20
"GO:0097193","intrinsic apoptotic signaling pathway","24/268","155/4243",0.154838709677419,2.45142031776601,4.77955833305426,2.91394596532383e-05,0.00223776106824227,0.0019300468013238,"S100A9/IFI6/IFI27/BCL2A1/SOD2/EP300/PRKCD/PRKDC/PPIA/CASP4/TNFRSF1B/IVNS1ABP/RPS3/PPP2R5C/USP15/HIF1A/PIK3R1/IER3/CD74/TPT1/MDM2/JMY/VDAC2/XBP1",24
"GO:0048525","negative regulation of viral process","13/268","56/4243",0.232142857142857,3.67530650319829,5.23239161361322,3.08358238997119e-05,0.00230883231449093,0.0019913450486814,"OAS2/IFITM1/OAS1/IFITM3/ISG15/PPIA/MX1/ILF3/CD74/TRIM8/STAT1/OAS3/N4BP1",13
"GO:0006879","intracellular iron ion homeostasis","8/268","22/4243",0.363636363636364,5.75712347354138,5.8080754686595,3.3545170571953e-05,0.00245043380153657,0.0021134749315423,"B2M/FTH1/FBXL5/STEAP4/NCOA4/HIF1A/PICALM/ATP6AP1",8
"GO:0002709","regulation of T cell mediated immunity","11/268","42/4243",0.261904761904762,4.14649964463397,5.32059441298043,3.83303385582013e-05,0.00273331819004317,0.00235745992034652,"HLA-A/B2M/HLA-C/HLA-B/CD55/TNFRSF1B/HLA-E/IL1R1/CEACAM1/HLA-F/NLRP3",11
"GO:0002474","antigen processing and presentation of peptide antigen via MHC class I","7/268","17/4243",0.411764705882353,6.51909569798068,5.91986498029148,4.16931672095994e-05,0.00290397757657559,0.00250465195428046,"HLA-A/B2M/HLA-C/HLA-B/TAP1/HLA-E/HLA-F",7
