target_class,gene,attr_mean_signed,attr_mean_abs,attr_pos_frac,n_cells
flua,PPP2R5C,0.004880126637529575,0.005198390488672166,0.12438891906572515,1841
flua,USP15,0.004774696975217961,0.005058153403446378,0.3900054318305269,1841
flua,SORL1,0.004768566974620338,0.006775385385003834,0.21238457360130364,1841
flua,NADK,0.00474927722112696,0.005048379409271113,0.23193916349809887,1841
flua,ASPH,0.0047457441945582025,0.007677944493416792,0.07984790874524715,1841
flua,ABHD5,0.004719966524753604,0.005034471391045095,0.20532319391634982,1841
flua,FCGR2A,0.0047170008051612335,0.009071582615666905,0.3269961977186312,1841
flua,HIF1A,0.00466189681492151,0.011166131193711666,0.1683867463335144,1841
flua,HMGB2,0.004625834183669297,0.00491288860997773,0.10483432916892993,1841
flua,EVI2A,0.004564872472903639,0.004976017666714532,0.14665942422596415,1841
flua,GADD45B,0.004547005621458382,0.005992686963806587,0.2748506246605106,1841
flua,PIK3R1,0.004543065162510133,0.0049120692512458555,0.045084193373166756,1841
flua,APBB1IP,0.004515753015835346,0.005174964860623975,0.26833242802824553,1841
flua,CD59,0.004509559426292786,0.0045350224633601485,0.23411189570885388,1841
flua,PLEKHO2,0.00449722899642046,0.004750741954279749,0.09560021727322107,1841
flua,IL1R1,0.004487389568107922,0.0051212081304229775,0.1461162411732754,1841
flua,ILF3,0.004475711122213871,0.004481493232853706,0.08147745790331341,1841
flua,ANKRD17,0.004461265446811445,0.004575385510241578,0.10266159695817491,1841
flua,TMPRSS11D,0.004459708336930943,0.004569388516520447,0.10809342748506247,1841
flua,CEACAM1,0.004449898415001788,0.005455782446789716,0.058120586637696904,1841
flua,LDHB,0.0044387327766401054,0.004532581565159007,0.03910917979359044,1841
flua,CD93,0.004357643329727098,0.0052949728392113135,0.09885931558935361,1841
flua,MYO1F,0.004342843601879771,0.00459073562456304,0.20695274307441608,1841
flua,SRGN,0.004321664869218725,0.008125323953996334,0.5736013036393265,1841
flua,GNS,0.004281789345675872,0.0043885182793667495,0.13199348180336773,1841
flua,EEF1D,0.004280700532963326,0.004407431562023925,0.1596958174904943,1841
